id,ratio_ee,ratio_learn
1,1.10742884304135,0.988193061221022
2,1.11491334972111,1.0783428203104
9,1.1368330709018,1.10877611915609
10,1.0734328438452,0.984830773455474
15,1.07814593471713,1.02580842961974
19,1.15994977613745,1.01998634773688
20,1.21411918184181,1.1217261699732
23,1.08719209088164,1.0118379347334
28,1.18243538340663,1.09960142882633
33,1.12274345738415,1.09858353791113
36,1.2247349762696,1.12113018828267
38,1.05917441637266,1.00261646271546
41,1.24546548119945,1.18434822674357
50,1.05547973772299,1.00891539355573
52,1.22760142863283,1.17384649599302
56,1.12220966304322,1.04285837906027
59,1.07561923009528,1.00723025321288
63,1.06430709965511,1.0033186533667
68,1.32937326084805,1.12029658182915
72,1.07588267662607,1.03439209943919
74,1.14195693307843,1.11784142322895
75,1.10205948050458,1.01335771052843
84,1.14307100349629,1.07887409632224
88,1.06777079456239,1.00286616889855
97,1.2931801125752,1.20039437868363
100,1.0776394542566,1.00827064453803
113,1.23214171990115,1.17305766614258
120,1.22543094336923,1.14206408925727
121,1.11480551605417,1.09868094006031
128,1.05834916159655,0.97569428329086
131,1.19401126462231,1.13900541207595
132,1.14644576708256,1.01928899588023
139,1.20318444985817,1.17596810639964
148,1.16233930693955,1.08976693832707
149,1.08042734750019,1.02085332911922
155,1.08828868042875,1.00305670845572
156,1.1447415371226,1.07348966886512
159,1.21727067461853,1.11259214477216
163,1.18399267539982,1.17601690219414
171,1.29702801382091,1.1303452375899
173,1.09365714707382,0.972305013790987
178,1.07951314993643,0.986128700620466
180,1.16251905885902,1.13518027662166
181,1.0939571651117,1.00499296519602
187,1.13624378276133,1.10240077568583
188,1.07185936416166,1.10490443852969
189,1.08393518189109,1.00917274781126
196,1.1145083156938,1.0230301196498
201,1.18318586821656,1.12817859993729
204,1.09946538918537,0.984720182330341
211,1.24905156025285,1.1252819908679
218,1.07521540829122,1.00139993125843
226,1.08382336744892,1.01001842972576
233,1.20724818108131,1.11871476506991
234,1.20034180357783,1.13134599783564
243,1.1446670814876,1.05470285032931
249,1.17926224923697,1.09917673026911
250,1.15036711526856,1.10807966283336
251,1.18293037466199,1.13876745675772
252,1.16962901681043,1.08468726710056
255,1.0843288187231,0.992943536577277
257,1.14347147833402,1.11552238260687
258,1.11090296040913,1.0316571377106
260,1.14886858968238,1.06745856215539
263,1.08723207282661,1.02090450376693
266,1.08923682630455,1.0144391654664
268,1.15495088770564,1.09383802763627
269,1.18947408616078,1.03348899805363
271,1.06691270242969,0.987051408699585
272,1.08480618641741,1.01124241046262
274,1.127322165108,1.06614456004349
279,1.13575697843537,1.04943471955036
280,1.08758838502118,0.852160265937465
281,1.32884667881257,1.13278715736623
288,1.22258969464693,1.13646574109536
289,1.19248203832003,1.14188605220331
292,1.36245217754141,1.02007194810459
296,1.22484936070378,1.06195303094201
298,1.09066542097133,1.01913242075553
303,1.17198458487619,1.13089736294226
304,1.23524703605668,1.13476197796478
305,1.11787251897706,1.07148476761331
310,1.09990265958923,1.01666786897494
311,1.18565440578641,1.14799313312162
313,1.0710278484501,0.979337051605255
314,1.17122220698067,1.1088159170513
320,1.26834803491097,1.1758166158519
325,1.07926832443652,0.996920669971647
327,1.12315800112316,1.02626965565212
328,1.23951995858992,1.16594338051101
330,1.11499011180174,1.02157922757915
333,1.04720162371174,1.02582052581379
334,1.14340822300757,1.07894154130226
335,1.17353088672899,1.17619467056248
342,1.09217759173515,1.01911770905538
344,1.18156016609665,1.14976561802336
347,1.04576201545934,1.00469744410374
351,1.09315368841084,1.01754236895191
354,1.07672946970704,0.956534762299464
355,1.15869713987424,1.10248767016873
362,1.07771343504322,1.00009437928408
363,1.1936457686893,1.10699596341818
364,1.04269655359502,1.00457360249563
366,1.07140263168162,0.994197155168905
368,1.16533621799274,1.08695152292745
377,1.10881750603857,0.999901031665998
382,1.30620036610778,1.29291863814087
390,1.11060074732833,0.966468637800113
393,1.02338588418223,1.0664270029156
401,1.21168246368868,1.09871648059752
403,1.10903419428775,1.02283725074833
412,1.20227318955793,1.13542461990916
414,1.06383056673797,1.03782984152411
421,1.26340130975558,1.1803846838045
423,1.23172880882809,1.19272327253898
427,1.24757927219954,1.19481074627397
430,1.14132287792509,1.02312421821181
433,1.19720230366657,1.1028535545145
434,1.20560887636393,1.08240316082174
440,1.15921967036683,1.05107393136643
441,1.13715560615005,1.07651800860602
442,1.26672666226912,1.1121335818676
445,1.03006503692962,0.960277149307053
448,1.28044400788545,1.1515418940709
450,1.27712264140611,1.12989847419578
451,1.17587707747474,1.14511710643478
456,1.18013802923819,1.07312404455693
461,1.11346659358753,1.05402160127268
463,1.20609313592368,1.17061767679219
469,1.09950194374808,1.02713307964343
477,1.12251428520067,1.02174559553591
478,1.14654884213489,1.09437588832434
484,1.3227847117071,1.14822290214586
488,1.13315339834301,1.02082840448777
501,1.1975130221981,1.11927195144195
502,1.14793257082298,1.09678513891336
507,1.14000660556345,1.02631274313294
510,1.12028320532688,1.00717872480699
512,1.10168255213209,0.963703841441081
515,1.06370045133509,1.02224088521872
520,1.18039256404186,1.08824127470763
523,1.07260540207072,1.01572524838175
525,1.06914106062635,0.955939313515779
526,1.19557204185682,1.0461556099282
527,1.25725987100887,1.1474570177499
531,1.07875874782944,0.974168578929291
540,1.29898555675511,1.14487074413405
542,1.1813625856947,1.02801154691254
543,1.17109313858237,1.04303674566714
544,1.14109681760386,1.08756118520755
549,1.06898393310802,0.991051706383215
551,1.12029662104907,1.05856971645255
556,1.21245245642501,1.10855552641326
558,1.23442025671427,1.14048479053477
559,1.10278939273204,1.02957358913722
564,1.09142463713323,0.999515990897051
565,1.18654375954773,1.13667728559925
566,1.23402703582044,1.17707709533087
573,1.16389486026577,1.1045779887793
575,1.08410587387506,0.995272698228381
577,1.13370811813816,1.07544413943358
580,1.0639766957626,0.985820545016795
581,1.10632731680709,1.05692481170318
582,1.24197874297805,1.15017958874882
583,1.14763419128542,1.08253815788365
588,1.23242473169302,1.0499013290629
590,1.11345003073967,1.01876123184409
593,1.24786966634668,1.17701291084531
596,1.1160455501148,1.01378063210349
597,1.20146023884621,1.11928073928451
598,1.15370943074829,1.09033721666183
599,1.0829316530578,0.997131298448434
600,1.21033464468437,1.12289214486054
601,1.17226681796209,1.10484928395689
605,1.17620367065468,1.12989050054315
608,1.16246670611442,1.07221933956555
609,1.06110804833544,0.991476035398258
610,1.1588033262108,1.07264966991591
612,1.00234659766959,0.983127839706351
613,1.1704058529935,1.11631063181515
614,1.09316914871654,1.00492674499636
620,1.18967668678356,1.10777999111935
622,1.11744805116871,1.00689166442721
625,1.15503004719689,1.07972854026428
630,1.17443091288135,1.10800237496671
632,1.08081757831351,1.09880109182816
638,1.14211693147675,1.07255713881715
639,1.14231979764619,1.02117600175458
643,1.22685766680639,1.14501717066263
648,1.15154306584734,1.11225206763582
649,1.14280210812308,1.05353427102466
651,1.03151245469363,0.960254232248913
654,1.11944506211283,1.05820644354418
655,1.18545854656704,1.09925595824593
656,1.31468182609536,1.19206824612547
657,1.13660508916976,1.12282295401578
662,1.13711231761846,1.04600211292495
663,1.16152540940029,1.07539486522596
664,1.1291867971125,1.0718726308539
667,1.40021739497464,1.19147856323515
670,1.21297153033503,1.13048253483421
671,1.27490550272285,1.14112091822007
672,1.14499653365482,1.04957342340069
675,1.15548697037916,1.07500823869337
678,1.14504189562478,1.0550749299914
679,1.03767105139675,0.979695166095618
680,1.11612859410525,1.03081900199802
685,1.06905744713743,0.985444079706953
687,1.13950576266687,1.03985375077564
689,1.15433664244094,1.01481916855174
692,1.21972825457362,1.17068333369443
693,1.06540637252958,1.015985876209
694,1.2166817870049,1.14417897311155
696,1.27701524695523,1.17038126479254
698,1.17006321878361,1.05681553013399
699,1.15165515350344,1.01243196260784
702,1.13508028706844,1.08118503105368
703,1.14767988338414,1.07444037541993
704,1.28168171176685,1.14849804563225
707,1.23779576115372,1.10335679970365
721,1.15084887783342,1.1005487212365
727,1.14682470892395,1.02976858954707
729,1.17451861366249,1.12954117474233
732,1.04561557344468,1.00698208230489
735,1.22827199755897,1.20624886460987
741,1.0742539994487,1.01591267818042
743,1.12704313373451,0.989706111573265
750,1.20608256777522,1.08397313207762
754,1.1544577289217,1.03464445062058
755,1.20584655008979,1.16361437861723
759,1.18759844609121,1.09377820749565
763,1.12584607284859,1.0749191479199
767,1.18415602090998,1.13906984622091
771,1.0695033443751,0.970209150632837
772,1.17309831794205,1.03974360333639
774,1.16962506705822,1.09325293374311
778,1.15524132230431,1.12309966846941
780,1.10068281941566,1.03865769887151
783,1.15408207068188,1.08540500883954
786,1.15041482627954,1.10865656094669
788,1.20815660914609,1.09387059850469
791,1.21623832678693,1.112262075949
795,1.06362499406115,0.983005700428925
797,1.06386588816932,0.982308709670346
800,1.16276339547089,1.10979676524936
803,1.09027451448559,0.998338791612928
805,1.27345066496361,1.20038434407067
806,1.16862259309676,1.12531584552908
810,1.14399806092869,1.03172817791471
814,1.18287575880867,1.09250739715564
816,1.13010127111676,1.09620293687649
819,1.12721740175558,1.00563938032797
820,1.11827005137058,0.988121639436354
821,1.19767631116572,1.15955556999382
827,1.16647059394753,1.08863860269035
828,1.08296025558743,0.992857063924073
830,1.04686957534408,0.989216232995903
831,1.12144098935504,1.04145377251634
834,1.12242104897189,1.00329702621396
836,1.32319847496195,1.17927451704748
838,1.16145059557298,1.11881291310427
842,1.09817212946306,0.996312060810288
843,1.1292808775135,1.03799390512286
844,1.13879566211912,1.08943879634089
847,1.16727694456867,1.11591828502644
849,1.16526881324173,1.10073064356174
851,1.08037600053343,0.986975806184352
854,1.20382139296277,1.13672065765764
857,1.16621525317649,1.11822322319408
862,1.13585358665139,1.08764143202671
867,1.0801921994175,0.974131095410519
869,1.19165373758465,1.0402075981145
873,1.24209104534883,1.15145253485938
874,1.07819415300081,1.01005108678699
878,1.21471816725314,1.16918033264535
882,1.12130422729197,1.03304448690678
888,1.26541214082713,1.19109824984623
889,1.11583103568926,1.08711410060943
893,1.12604791161109,1.08424603204967
897,1.24704368288439,1.14311188768376
902,1.1338150366871,1.06983077738896
905,1.27361763628427,1.15707119171193
906,1.13772276959926,1.08163050305207
907,1.08512049855291,0.983934659061886
910,1.15365298743943,1.10306781169946
912,1.12636046400149,0.919042530297565
914,1.05381226342881,1.08850513478374
919,1.13736498856877,1.06835167617539
927,1.12244367400734,1.0218531044113
929,1.12025923153251,1.07234162794212
930,1.06689827858351,1.01547626700214
935,1.3172403005028,1.12441389736377
936,1.11359955736909,1.00690102629591
943,1.19263041413553,1.13305708676287
944,1.04405169167065,1.02853592866761
945,1.13900191770499,1.08584833416
946,1.044818798534,0.999783312211152
950,1.11040442923694,1.04818244864847
951,1.05762310188553,1.01184032433883
952,1.15774313770741,1.07391280372016
954,1.15501431089486,1.09983462753077
957,1.08638071781779,0.994619129236888
959,1.25534287493361,1.21556783763214
961,1.18287172385785,1.08728659362162
962,1.24632983193378,1.16638724740475
965,1.20758374633174,1.10697852074336
966,1.18365691448878,1.11618987859212
968,1.08850912449784,0.972722304502592
969,1.29776283307201,1.1193286939794
973,1.21925850328603,1.17578582805345
974,1.12773832846146,1.07335883877988
976,1.10101684809599,0.962278456649165
977,1.17506015929619,1.1242511467049
980,1.04422157859764,0.993148018330388
981,1.2425996351652,1.16846792343869
982,1.11706237673659,1.13650488122549
984,1.09829018561378,0.983058894344115
988,1.20271733002138,1.15364076320505
990,1.16295279979887,1.08796381901179
996,1.32361532683745,1.1635089413833
998,1.14075848366187,1.06885199547915
1004,1.03650663277333,1.01341050741532
1005,1.15069904287941,1.05998291003977
1006,1.27360532673066,1.13711643041952
1007,1.12925321086528,0.997373908854195
1010,1.18626008210713,1.1076399722836
1015,1.17967128052551,1.09645656511852
1020,1.06713591366422,0.989162603992599
1021,1.14567368946254,1.0978485522975
1023,1.19577983398866,1.09684853692505
1025,1.10430942879108,0.99712813489426
1026,1.1182425127848,1.06131722169037
1029,1.0800757546733,1.00846565417421
1030,1.29668550086993,1.18868549882867
1033,1.08650736860473,0.986134802400271
1035,1.14257273867672,1.07280525995853
1037,1.10306811352945,1.00815689663237
1038,1.13093560609129,1.07582041417803
1041,1.12703005386486,0.986203756168019
1044,1.07368291301988,1.02007113351469
1045,1.15379538736813,1.09986646357826
1046,1.15275160615131,1.10602668356899
1047,1.12693194030723,1.05618005101659
1049,1.13328879367456,0.989454480960172
1054,1.12067694135322,1.05394441921582
1056,1.11826133594622,0.998268550522011
1058,1.1573545703639,1.12747776320564
1062,1.11716522303399,1.04814704876743
1064,1.11202100411821,0.988710374704938
1066,1.27183388087846,1.16545886553817
1069,1.07914013997977,0.978521195738963
1070,1.13776213508854,1.0758378074855
1072,1.09889392732053,0.996874558572127
1074,1.32869204069411,1.19808948077218
1077,1.09119765121671,0.998640787092611
1079,1.08468485072204,1.00598822097046
1081,1.0844274800661,1.07972857453108
1084,1.09648866646584,0.98663814976551
1085,1.12301082949603,1.02845701665684
1086,1.15494306490392,1.09268282892456
1088,1.06951083654309,0.991043415129421
1089,1.13684163627716,1.0562067464454
1090,1.14292620729969,1.08207778073318
1091,1.10335802022708,1.00776585838076
1094,1.17182135281101,1.1042921919473
1096,1.09827082469881,1.00820373378521
1097,1.06797191142232,0.993419239403018
1101,1.18305317926104,1.13716334099336
1102,1.11611164726758,1.0749442195207
1104,1.1111507232372,1.00643576373524
1105,1.13992385745749,1.05730705810258
1106,1.18569197747855,1.14477906057154
1109,1.07722528603574,1.01046643632238
1111,1.16203189627788,1.11804917483598
1113,1.07815991389889,1.01652380090636
1114,1.20418775961935,1.10241190737656
1120,1.08291809848611,0.983766479970165
1121,1.25286217667264,1.08883143547404
1125,1.19746297821494,1.1176975968329
1127,1.2332439323487,1.19871464267116
1128,1.18702528768255,1.12117162193414
1139,1.10326860639108,1.04068593956487
10703,1.21156489355765,1.17174131242513
10704,1.12262727858158,1.17225513704867
382001,1.33310594991874,1.23822771336703
382002,1.25090692507083,1.22086183416737
382003,1.38672323058755,1.41264035772608
382004,1.29222553141131,1.26724030696879
182305693,1.25457542336701,1.12587590760984
182305697,1.20101300401243,1.13868627936134
182305701,1.13906577773855,1.05768379850751
182305705,1.13857142407315,1.0785900197784
182305709,1.12096800649276,1.09341681688751
182305713,1.1249581432719,1.05260731549884
312782550,1.28739695753153,1.18457653307153
312782554,1.26112134947462,1.15217516358906
312782558,1.19548838686538,1.09868741634395
312782562,1.17857846627713,1.11395534235135
312782566,1.1588470379555,1.12266899230181
312782570,1.15409319679121,1.10449282621605
312782578,1.27563538356926,1.1832759357045
312782582,1.20840329891701,1.15986639065868
312782586,1.15975467871552,1.11543944438863
312782590,1.16952613033218,1.11134370377052
312782594,1.14706388701405,1.09157449475229
312782598,1.12331266368953,1.06434397144039
312782604,1.31584077513478,1.15686930782598
312782608,1.24985299762046,1.15489044307069
312782612,1.16352273266669,1.09342638569693
312782616,1.17385780094833,1.08624121105224
312782620,1.14400017602388,1.09298136392362
312782624,1.13326109633194,1.09096783886625
312782632,1.24245582121483,1.12050479459017
312782636,1.21049173876294,1.13057343597479
312782640,1.17104200950476,1.12688072524302
312782644,1.15983264815806,1.10616227872982
312782648,1.12301542162794,1.10588193913164
312782652,1.10206826415543,1.04302283664536
484682470,1.18424595987914,1.11023206500572
484682508,1.14291792391354,1.04653087443063
496345664,1.07271916947892,1.01198882993487
496345672,1.06838104923142,1.0064006140624
526157192,1.22638661043442,1.18916762204819
526157196,1.16362341953638,1.12622618337167
527696977,0.997832936736884,0.951398683170319
560581551,1.06853490195445,1.00506915131514
560581559,1.08969096647231,0.995984674364388
560581563,1.07063821557577,1.00550948778998
576073699,1.09563312769205,0.986119851784377
576073704,1.07547422379001,0.996084125497975
589508447,1.11311687645662,1.0501810569124
606826647,1.03510447523104,0.96640450533539
606826651,1.03563386888237,0.982340577835079
606826659,1.046078690158,0.994747553166705
607344834,1.03599835663447,1.04813980296688
607344838,1.06781667177322,0.978673934809865
607344842,1.03104386614076,1.0368669746117
607344846,1.04397026800378,0.98642105008659
607344850,1.05159750356438,1.00434911990191
607344854,1.02067604510359,1.00217446620418
607344858,1.03693334783403,1.02174284757638
607344862,1.05801169523131,0.974015230777031
